V0000399258	それはとってもいい話だ。	それはとってもいいはなしだ 
P0000186521	ちょっと一人で勝手に先にやらないでよ。先生がこれは一緒にやって下さいって言ってたじゃない。（問題を解く際に一人が勝手に問題を解いてしまう場合） 
P0000186521	この場合の「勝手に」は
P0000186521	「自分で」で表現できます。
P0000186521	することになっている」。	
P0000186522	何とでも言えば。 後で 後悔しても知らないからね。勝手すれば。 
P0000186522	「勝手にする」は
P0000186522	「自分の思うようにする」と言い換えて表現すればいいでしょう。	
P0000186523	行くか行くまいか、今心の中で葛藤してるんだ。 
P0000186523	で「…について精神的に葛藤している」の意味になります。
P0000186523	は「戦う」の意。	
P0000186524	私の中の天使と悪魔が葛藤してるんだよね。食べてもいいよ。食べるなってさ。ちょっと天使がリードしてるけど。 
P0000186524	ここでは「葛藤している」を 
P0000186524	（私の中で戦っている）を使って表現しています。	
P0000186525	昨日テレビで見たんだけど、30分ぐらい下を向いていると、腸の動きが活発になってトイレに行きたくなるらしいよ。 
P0000186525	で「より活発になる」という意味になります。
P0000186525	は「向上する」の意。	
P0000186526	父がこちらの病院にかつぎこまれたと聞いて飛んできたのですが。部屋番号を教えて下さい。（受付で） 
P0000186526	「担ぎ込む（込まれる）」は
P0000186526	「急いで連れて行く」を使えば表現できます。	
P0000186527	日本もかつては平和な国だと言われていたが、だんだん危険な国になりつつあると思う。 
P0000186527	「かつて」とは
P0000186527	「過去において」ということですね。
P0000186527	「平和を愛する」。	
P0000186528	来年も活躍してね。あなたの事、応援してます。 
P0000186528	で「頑張ってね」の意味になります。
P0000186528	を応援する」。
P0000186528	「活躍する」。	
P0000186529	彼は、自分の部下に喝を入れた 
P0000186529	「気合いを入れる、檄をとばす」の意味で、
P0000186529	がよく使われます。
P0000186529	は「やる気を起こさせる」の意。	
P0000186530	彼女はかなりひねくれている。 家庭環境のせいだと思う。 
P0000186530	の後に
P0000186530	「環境」を付け足してもいいですが、少し専門的な響きを持つようになります（例：カウンセラーのことば）。「ひねくれている」は
P0000186530	で表現できます。	
P0000186531	あなたが帰ってくるまで起きてようと思ったのだけど、眠たさには勝てなかった。 
P0000186531	この場合の「勝てない」は
P0000186531	「眠気を撃退する」ことができなかったとうことですね。	
P0000186532	まだ長袖のスーツいくには、暑そうだけど、かといって、上着脱ぐと普段着っぽくなっちゃうし。 
P0000186532	「かといって」は
P0000186532	「そうは言っても」で表現できます。
P0000186532	「カジュアルな、普段着の」。	
P0000186533	あいつ、最近、角が取れて丸くなったね。 
P0000186533	で「でこぼこが取れる」の意味になります。
P0000186533	は「成熟した、分別のある」、
P0000186533	は「柔らかくなる」の意。	
P0000186534	明日、パーティーに参加しようかなぁ？ 
P0000186534	かな」は
P0000186534	で表現できます。	
P0000186535	この狸の置物は、家内安全、商売繁盛のお守りです。 
P0000186535	が「家内安全」、
P0000186535	が「商売繁盛」に当たる言い回しです。
P0000186535	「狸」、
P0000186535	「繁盛した」。	
P0000186536	まさか、先生の授業が今日が最後だなんて、そんな悲しいこと言わないでくださいよ。 
P0000186536	「悲しいこと」は
P0000186536	で表現すればいいでしょう。	
P0000186537	悲しいことに世の中、金がないと何にもできないのよね。 
P0000186537	「悲しいことに」には
P0000186537	という言い方があります。
P0000186537	「不幸なことに」。	
P0000186538	彼女は、会えば必ず自慢話ばっかりだから、皆から嫌われるんだよ。 
P0000186538	ここでは 
P0000186538	と 
P0000186538	～を組み合わせて「必ず（～なしでは 
P0000186538	できない）」を表現しています。
P0000186538	と 
P0000186538	を使ってもいいでしょう。	
P0000186539	元々本読むのって苦手だから、一冊を読み終えるのにはかなりの根気が必要なんだよ。 
P0000186539	「かなりの」を
P0000186539	を使って表現しています。
P0000186539	は「忍耐」の意。	
P0000186540	そこらじゅう蚊に刺されてかゆくてしょうがない。 
P0000186540	「蚊に刺される」は
P0000186540	と
P0000186540	の過去分詞形
P0000186540	を組み合わせて表現します。	
P0000186541	いま、どこのインターネットプロバイダーがいいのか考えているんだ。あと、いま加入すべきか、はたまた引っ越してから入ったほうがいいのかとかさ。 
P0000186541	「加入する」は 
P0000186541	で表現できます。この場合は 
P0000186541	を使ってもいいでしょう。	
P0000186542	うち衛星放送に加入しているから、24時間いつでもテレビ見れるんです。 
P0000186542	「加入する」は
P0000186542	「契約する」でいいでしょう。	
P0000186543	予定してた飲み会がつぶれてお金が浮いた。 
P0000186543	で「お金が使えるようになる
P0000186543	という意味になります。	
P0000186544	「金蔓」は
P0000186544	「パトロン」、あるいは、
P0000186544	「主な収入源」と言い換えて表現できます。	
P0000186545	今度、合格のお祝いも兼ねて飲みに行きましょう 
P0000186545	「兼ねて」は
P0000186545	を使えば表現できます。	
P0000186546	あいつ昔はいい奴だったんだけど、今じゃ金の亡者だよ。 
P0000186546	で「お金にとりつかれている」という意味になります。	
P0000186547	インターネットを使うとビジネスの可能性が広がるよね。 
P0000186547	「可能性」をここでは
P0000186547	「範囲」、
P0000186547	「潜在能力、発展性」を用いて表現しています。	
