V0000278412	メアリーさん、週末はたいてい何をしますか。	メアリーさん、しゅうまつはたいていなにをしますか 
V0000288047	パソコンを買ったものの、使い方がぜんぜんわからない。	～のに　　～けれども
V0000288048	若いうちにぜひ外国で１年ぐらいくらしたいものだ。	とても～たいと思っている
V0000288049	ひどい虫歯だね。治しようがない。もう抜くしかない。	～できない　　～する方法がない
V0000288050	子供が4人もいるから、私は毎日がんばって働いているわけだ。	～（の）は当たり前だ　　～（の）はとうぜんの結果だ
V0000288051	そんな難しいことが子供にわかるわけがない。	はずがない　　当然～ない
V0000288052	人間は働くために生まれてきたわけではない。	～のではない
V0000288053	試験の前だから、遊びたいけれど遊んでいるわけにはいかない。	（～したいけれど）できない
V0000288054	その店は田舎のレストランのわりに、なかなかしゃれている。	～だけど　　～なのに　　～にしては
V0000288055	子供が生まれたのをきっかけに、煙草をやめることにした。	～（の）機会に　　～（の）ときから　　～を契機に
V0000288056	その戦争を契機として世界経済は悪化した。	【をきかいとして】 ～（の）機会に　　～（の）ときから　　～をきっかけに
V0000288057	もう少し心をこめて歌うと、もっと人に感動を与えられます。	～をなかに入れて　　～を含めて　　～を一緒にして
V0000288058	収入の多少を問わず、だれでもこと施設が利用できる。	～に関係なく　　～にかかわらず
V0000288059	有名な歌手の家に泥棒が入り、現金をはじめ、宝石などが盗まれた。	第一に～、そして
V0000288060	委員会のメンバーは教育問題をめぐって活発に話し合った。	～に関して　　～について
V0000288061	これは歴史上の現実をもとにして書かれた小説です。	～に基づいて　　～を基礎にして
V0000288062	彼らは女王がおいでになるので旗を掲げた。	かれらはじょおうがおいでになるのではたをかかげた 
V0000288063	私はあなたがおいでになるのを楽しみにしています。	「行く」「来る」「居る」の尊敬語。いらっしゃる。
V0000288064	全くあなたのおっしゃる通りです。	「言う」の尊敬語。
V0000288065	お父さんが引退なさるときにはあの人が後を継ぐのです。	「する」「なす」の尊敬語
V0000288066	お目にかかるのは４年ぶりですね。	「会う」の謙譲語。お会いする。
V0000288067	文には普通、主語と動詞がある。	ぶんにはふつう、しゅごとどうしがある 
V0000288068	英語では動詞が目的語の前に来る。	えいごではどうしがもくてきごのまえにくる 
V0000288069	作文は、今日中に書かなければならないのに、まだ書きかけだ。	はじめたが、まだ終わっていない　　まだ～している途中だ
V0000288070	彼はまるで父親に合ったことがないかのようだ。	まるで～ようだ・みたいだ　　～にとても近い・似ている
V0000288071	手伝いたいけど、多分足手まといになるよね。	【あしでまとい】 手足にまつわりついて自由な活動の妨げとなること。また、そのようなさま。あしてがらみ。
V0000288072	ぬれたスカートが足にまつわりつく。	からみついて離れない。まとわりつく。
V0000288073	子供が母親にまつわりつく。	そばにいて離れない。いつもつきまとっている。まとわりつく。
V0000288074	足にひもがからみつく。	物のまわりに巻きつく。まといつく。まつわりつく。
V0000288075	野党の足並みがそろう。	【あしなみ】 考え方や行動のそろいぐあい。
V0000288076	足元の明るいうちに手を引きなさい。	【あしもとのあかるいうち】 《日が暮れて足元が見えなくならないうち、の意から》自分が不利な状態にならないうち。
V0000288077	その実業家にはその取引から手を引く勇気がなかった。	関係をなくす。
V0000288078	やくざな稼業から足を洗う。	悪い仲間から離れる。好ましくない生活をやめる。職業・仕事をやめる場合にも用いる。
V0000288079	環境を救うために、みんなが拠出も含めた協力をしなければならないでしょう。	かんきょうをすくうために、みんながきょしゅつもふくめたどりょくをしなければならないでしょう 
V0000288080	赤十字は被災者に食料と医療を分配した。	せきじゅうじはひさいしゃにしょくりょうといりょうをぶんぱいした 
V0000288081	そのような分配された支配はほとんど存在しない。	そのようなぶんぱいされたしはいはほとんどそんざいしない 
