V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
P0000158211	(電気) 
P0000158211	半導体（はんどうたい） 導体（どうたい）
V0000370187	海水浴（かいすいよく） 海で泳ぐこと 海水浴中に彼は友達に会った 海水浴に行く
V0000370188	象牙海岸（ぞうげかいがん）
V0000370189	村人（むらびと） 村人はあの世があると思っていた
P0000158212	蜘蛛（くも）
P0000158212	雲（くも） 
P0000158212	蜘蛛はいつも自分たちの巣を三次元に織る（おります）
V0000370190	旅券審査（りょけんしんさ） パスポート審査 今、旅券なしで欧州の国境を越えられる
V0000370191	ナツメヤシの実（み） デーツ
V0000370192	友達になる（なります） 日本人と友達になった
V0000370193	サラダ
V0000370194	作り替える（つくりかえます） 元々は外国の料理を日本人が作り替えてきたものです
V0000370195	毒きのこ（どく） これは毒きのこだから、食べてはいけない
P0000158213	元（もと） 
P0000158213	元首相 (もとしゅしょう) 元の同僚
V0000370196	髪型（かみがた） それはとてもよく似合う髪形だ
P0000158214	尖る（とがります）
P0000158214	怒る（おこります） 彼はちょっとしたことにでもすぐとがる
V0000370197	耽る（ふけります） 没頭する（ぼっとう） 彼は快楽にふけっている 彼女はアメリカ文学の勉強にふけっている
V0000370198	巡礼（じゅんれい） 巡礼者（じゅんれいしゃ） 巡礼する
V0000370199	脱ぐ（ぬぎます） 靴を脱ぐ
V0000370200	事務所（じむしょ） オフィス
V0000370201	勤勉（な）（きんべん） 一般に日本人は勤勉だ 繁栄は勤勉にかかっている
V0000370202	命名する（めいめい） 名づける（なづけます） 彼は自分の父親の名前にちなんで息子にジョンと命名した/名づけた
V0000370203	ローン もはやローンは必要ではない
V0000370204	記入する（きにゅう） 書き込む（かきこむ） このカードに記入していただけませんか
V0000370205	見える（みえます） 窓から川が見える
P0000158215	寄生虫（きせいちゅう） 
P0000158215	彼はまるで寄生虫だ
V0000370206	和式（わしき） 日本風 　 和式のトイレ
V0000370207	銀色の（ぎんいろ）
V0000370208	泊まる（とまります） 宿泊する（しゅくはく） 旅館に泊まります
V0000370209	馬に乗る（のります） 乗馬する（じょうば）
V0000370210	膝（ひざ） 常用外
P0000158216	優勝（ゆうしょう）
P0000158216	勝利（しょうり）
P0000158216	2チームが優勝を争っている
P0000158217	能率（のうりつ） 
P0000158217	能率的・能率のよい/悪い 
V0000370211	全部まとめて 全部まとめて送ったほうがよい
V0000370212	飾り（かざり）
V0000370213	極度の（きょくど） 極度に興奮（こうふん）している 彼の怒りは極度に達した
P0000158218	繭（まゆ） 眉（まゆ）
P0000158218	蚕は繭を作る
V0000370214	幼虫（ようちゅう） せみの幼虫
P0000158219	鮮やか（な）（あざやか）
P0000158219	活発（かっぱつ）
P0000158219	生き生き（いきいき）
P0000158219	その婦人の美しい姿が私に鮮やかな印象を与えた 鮮やかな木の緑
P0000158220	意義（いぎ） 意味（いみ）
P0000158220	私はしばしば人生の意義について深く考えることがある
V0000370215	寿命（じゅみょう） 彼の政治寿命はもうない
V0000370216	途中で（とちゅう） 私は家に帰る途中で嵐にあった
V0000370217	～による 今日は飲みにいこうか？ それは、裕子によるね
V0000370218	福岡（ふくおか） 福岡に近い
V0000370219	万里の長城 （ばんりのちょうじょう）
V0000370220	足が痛くなった
P0000158221	視力（しりょく）
P0000158221	視覚（しかく）
P0000158221	視力が鈍くなった 年をとって視力が衰えてきた
V0000370221	滑る（すべります） 丘を滑り降りる 大学を滑った
V0000370222	伸す（のします） ～に　アイロンを掛ける
V0000370223	ケイ素（けいそ） シリコンバレー
V0000370224	地球儀（ちきゅうぎ）
V0000370225	政界（せいかい） 政界の事情に通じている 政界を去る
V0000370226	楽しみ（たのしみ） 快楽（かいらく） 喜び（よろこび） お金のために、本を書く人もいれば、楽しみで書く人もいる
V0000370227	困る（こまります） 困っている子供
V0000370228	馬肉（ばにく）
V0000370229	オールドミス
V0000370230	インフルェンザ
P0000158222	抱き締める（だきしめます）
P0000158222	抱く（い）だきます） 私は赤ん坊を抱き締めた
P0000158223	吸引する（きゅういん） 
P0000158223	吸い込む（すいこみます）
V0000370231	居眠りする（いねむり） 昨夜私はテレビの前で居眠りをしてしまった
P0000158224	点数（てんすう） 成績（せいせき）
P0000158224	彼女は英語の点数がよい
P0000158225	咽頭（いんとう）
P0000158225	咽喉（いんこう）
P0000158225	喉（のど） 
V0000370232	（お）見舞い（みまい） 怪我人を見舞いに行った 病人に見舞いの言葉を述べる
V0000370233	贅沢（な）（ぜいたく） タクシーを乗るのは私には贅沢だ
V0000370234	好評（こうひょう） 彼の小説は好評だった 彼の講演は学生に好評であった
V0000370235	脱税（だつぜい） 脱税する
V0000370236	楽勝（らくしょう） 楽勝だよ 彼はその競争に楽勝した
V0000370237	新年の誓い（ちかい） 新年の誓いを立てた
V0000370238	捕まえる（つかまえます）
V0000370239	本来（ほんらい） これは本来無害（むがい）です この詩は本来フランス語で書かれていた
P0000158226	破壊する（はかい）
P0000158226	壊す（こわします）
P0000158226	彼の夢は完全に破壊された 町を破壊する
V0000370240	見掛け（みかけ） 彼女は見掛けほど実際に若くない
V0000370241	銀行でお金を出した
V0000370242	サークル サークルに入る
V0000370243	花火（はなび） 花火を上げる
V0000370244	チアガール
V0000370245	銀行口座（ぎんこうこうざ） ～を閉じる（とじます）開く（ひらく）
V0000370246	試験に受かる（うかります） 試験に合格する（ごうかく） 試験を受ける
P0000158227	湯飲み（ゆのみ）
P0000158227	ティーカップ 
V0000370247	捕食者（ほしょくしゃ） 捕食動物（ほしょくどうぶつ）
V0000370248	車に乗る（のります） 車に乗車する（じょうしゃ） 下車（げしゃ）
V0000370249	争い好き（な） （あらそいずき） けんか早い （けんかばやい）
P0000158228	感心する（かんしん） 関心（かんしん）
P0000158228	我々は彼女の勇気に感心する
V0000370250	和室（わしつ） 座敷（ざしき）
V0000370251	厳か（な）（おごそか） 葬式は厳かに行われた
V0000370252	陳列する（ちんれつ） 展覧会（てんらんかい） その陶磁器は特別な棚に陳列されている
V0000370253	おせわになりました。
V0000370254	保険（ほけん） 保険証（ほけんしょう）
V0000370255	～く/で　見える このスニーカーは新しく見える
V0000370256	～に　座る（すわります）
V0000370257	どきっとする 驚く（おどろきます） どきっとするような美人 どっきとさせる/驚かす
V0000370258	早口（はやくち） 早口で話す 彼女はあまり早口なのでよく聞き取れない 早口言葉
V0000370259	パイナップル
V0000370260	～と申します（もうす） 池田和子と申します
V0000370261	ドアのロック
V0000370262	奴隷（どれい） 奴隷を解放する/自由にする
P0000158229	グレー（の） 鼠色（の）（ねずみいろ） 灰色（の）（はいいろ） 鼠（ねずみ）
P0000158229	灰（はい）
V0000370263	時限爆弾 （じげんばくだん）
V0000370264	～というほどでもないけど 悩みというほどでもないけど、ちょっと困っていることがあります
V0000370265	嬉しい（うれしい） 嬉しいことに娘が試験に合格した
V0000370266	～を　フォーマットする
V0000370267	昔は昔, 今は今だ
V0000370268	散発する（さんぱつ） 髪を刈る（かります） 散髪してもらう 人の散髪をしてやる
V0000370269	閉鎖的（な）（へいさてき） これまで日本は外国に対して閉鎖的な政策を取ってきた 彼の性格は閉鎖的である
V0000370270	たまに 私はたまに、タクシーで大学へ行くことがあります
P0000158230	合言葉（あいことば） パスワード 
P0000158230	合い言葉を言わないと通さない
V0000370271	前者（ぜんしゃ） 後者（こうしゃ） これら二つの意見のうち前者より後者のほうがいい
V0000370272	だから ですから 暇です。だから散歩します
V0000370273	逸話（いつわ） 彼女の逸話は誰にとってもうれしい
