V0000336092	三が日
V0000339924	いいぞ、太郎！でかした！！この技を習得するのに一年もかかったなぁ。	
V0000339925	いいぞ、太郎！でかした！！この技を習得するのに一年もかかったなぁ。 
V0000339926	だが、これでお前も一人前のサルの一員だな。	
V0000339927	だが、これでお前も一人前のサルの一員だな。 
V0000339928	逆立ちはできるし、こんなに高い壁だって跳べるんだ。	
V0000339929	逆立ちはできるし、こんなに高い壁だって跳べるんだ。 
V0000339930	沸く
V0000339931	アイロンをかける
V0000339932	営業
V0000339933	家出
V0000339934	調教
V0000339935	とっ捕まえる
V0000339936	エテ公
V0000339937	もうそろそろ、メシの時間じゃねーの？おい、太郎、メシはまだか？！早くしろよーっ。	
V0000339938	もうそろそろ、メシの時間じゃねーの？おい、太郎、メシはまだか？！早くしろよーっ。 
V0000339939	キー！！	
V0000339940	キー！！ 
V0000339941	おっ、今日はハンバーグかぁ。今日は魚の気分だったんだけど。。。まぁいいや…	
V0000339942	おっ、今日はハンバーグかぁ。今日は魚の気分だったんだけど。。。まぁいいや… 
V0000339943	おい、太郎。お前の毛がちょっと入ってんだけど。。。	
V0000339944	おい、太郎。お前の毛がちょっと入ってんだけど。。。 
V0000339945	キー？！	
V0000339946	キー？！ 
V0000339947	あっ、風呂はもう沸いてんのか？メシ食ったら風呂に入りたいんだから、さっさと用意しとけよ。	
V0000339948	キーキーキー！	
V0000339949	キーキーキー！ 
V0000339950	あっ！ワイシャツにアイロンはかけといたのか？明日は大事な営業があるんだから、しっかりアイロンかけたシャツを着ていかないと。	
V0000339951	あっ！ワイシャツにアイロンはかけといたのか？明日は大事な営業があるんだから、しっかりアイロンかけたシャツを着ていかないと。 
V0000339952	キーキーキー……	
V0000339953	キーキーキー…… 
V0000339954	ええぇ？？？！！	
V0000339955	ええぇ？？？！！ 
V0000339956	あっ、そうだそうだ、それから。。。	
V0000339957	あっ、そうだそうだ、それから。。。 
V0000339958	バタン（ドアが閉まる）	
V0000339959	搭乗手続き
V0000339960	締め切る
V0000339961	拝見する
V0000339962	オカン
V0000339963	当機
V0000339964	超過料金
V0000339965	整う
V0000339966	お預かりする
V0000339967	成田発、バンクーバー行きのお客様の搭乗手続きをまもなく締め切らせていただきます！	
V0000339968	成田発、バンクーバー行きのお客様の搭乗手続きをまもなく締め切らせていただきます！ 
V0000339969	待ったー！！！！まてまてまてまて！ここにもう一人、搭乗者が居ます！	
V0000339970	待ったー！！！！まてまてまてまて！ここにもう一人、搭乗者が居ます！ 
V0000339971	お客様、お急ぎ下さい、あと三十分（30分）でバンクーバー行きが出発してしまいます。パスポートと搭乗券を拝見させていただきます。	
V0000339972	お客様、お急ぎ下さい、あと三十分（30分）でバンクーバー行きが出発してしまいます。パスポートと搭乗券を拝見させていただきます。 
V0000339973	あいよっ！	
V0000339974	あいよっ！ 
V0000339975	はい、お預かりします。。。。お客様、このパスポート、どうやらお母様かどなたかのパスポートではないでしょうか？	
V0000339976	はい、お預かりします。。。。お客様、このパスポート、どうやらお母様かどなたかのパスポートではないでしょうか？ 
V0000339977	はっ！やべー、しまった、オカンのパスポート持って来ちゃったよ！待って確かにこの中に入れたはずなんだ。。。ほらあった！！これでしょ、これ、はい！！	
V0000339978	はっ！やべー、しまった、オカンのパスポート持って来ちゃったよ！待って確かにこの中に入れたはずなんだ。。。ほらあった！！これでしょ、これ、はい！！ 
V0000339979	はい、確かに。それではお荷物の方なんですが、、、三つ（3つ）でよろしいですか？	
V0000339980	はい、確かに。それではお荷物の方なんですが、、、三つ（3つ）でよろしいですか？ 
V0000339981	えーっとはい。	
V0000339982	えーっとはい。 
P0000149682	恐れ入りますお客様。当機でのお一人様の最大積載重量は三十キロ
P0000149682	となっております。	
P0000149683	恐れ入りますお客様。当機でのお一人様の最大積載重量は三十キロ
P0000149683	となっております。 
V0000339983	しょうがない。。。はい大丈夫ですよ。	
V0000339984	しょうがない。。。はい大丈夫ですよ。 
V0000339985	はい、ではお客様、出発の準備はすべて整いました。	
V0000339986	はい、ではお客様、出発の準備はすべて整いました。 
V0000339987	窮屈
V0000339988	たまらない
V0000339989	税関
V0000339990	抜ける
V0000339991	しんどい
V0000339992	干からびる
V0000339993	飽きる
V0000339994	いきなり
V0000339995	ゲート45、ゲート45・・・どこだぁ？！。。。あ、あった！	
V0000339996	ゲート45、ゲート45・・・どこだぁ？！。。。あ、あった！ 
V0000339997	飛行機出発	
V0000339998	バンクーバー着	
V0000339999	ああああぁぁぁあ（あくび）、やっとバンクーバーに着いた。エコノミークラスは窮屈でたまらんなぁ。まぁ、なんとか税関もすぐに抜けられたし、安心安心。	
V0000340000	ああああぁぁぁあ（あくび）、やっとバンクーバーに着いた。エコノミークラスは窮屈でたまらんなぁ。まぁ、なんとか税関もすぐに抜けられたし、安心安心。 
V0000340001	イヤーしんどかった。。。肩、腰が痛い。。トランクの中に10時間て、どんだけー！	
V0000340002	イヤーしんどかった。。。肩、腰が痛い。。トランクの中に10時間て、どんだけー！ 
V0000340003	家来
V0000340004	今宵
V0000340005	幕府
V0000340006	開国
V0000340007	城主
V0000340008	ワシ
V0000340009	ふんどし
V0000340010	貸し切る
V0000340011	盛大に
V0000340012	殿
V0000340013	殿ぉ！お誕生日、おめでとうございます！今日は11月23日。マーキー様の50才の誕生日ですぞ！こうしては居られません。盛大に殿のお誕生日を祝いましょう。	
V0000340014	そうよのー、なにかクレージーな事をせねばの。	
V0000340015	そうよのー、なにかクレージーな事をせねばの。 
V0000340016	何か、やりたいこと、欲しい物はありますか？	
V0000340017	何か、やりたいこと、欲しい物はありますか？ 
V0000340018	それでは、姫路城を貸し切ってしまおう。	
V0000340019	それでは、姫路城を貸し切ってしまおう。 
V0000340020	。。。。。えっ？姫路城をですか？何を言ってるんですか、殿？	
V0000340021	。。。。。えっ？姫路城をですか？何を言ってるんですか、殿？ 
