V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
V0000364969	栄養（えいよう） 牛乳とチーズとでは、どちらが栄養がある
V0000364970	～に　違いない/違いありません あれはトンプソンさんに違いない
V0000364971	解釈する（かいしゃく） この文章をどう解釈しましたか
P0000157168	表示する（ひょうじ） 表す（あらわします）
P0000157168	示す（しめます）
P0000157168	非常口は緑の文字で表示してある
V0000364972	議会（ぎかい） 国会（こっかい）
V0000364973	３時間も
V0000364974	次のように
V0000364975	一石二鳥（いっせきにちょう） 
V0000364976	どころか 病気どころか ジムは日本語の会話ができないどころか、簡単なあいさつもできない
V0000364977	３０年以上 小林さんは今から３０年以上前に生まれました
V0000364978	怒りっぽい（おこりっぽい）
V0000364979	カタール
V0000364980	ダイエットをする ケンさんは今ダイエットをしていると言っていました
V0000364981	(どうも)　ありがとうございます・ました。
V0000364982	電子メール(アドレス)　（でんし）
P0000157169	短所（たんしょ） 弱点（じゃくてん）
P0000157169	難点（なんてん）
P0000157169	欠点（けってん）
P0000157169	気が弱いのが彼の短所だ 彼女は短所が多い 長所（ちょうしょ）
V0000364983	～て　すみません 私は間違ってすみませんと誤った
V0000364984	間欠泉（かんけつせん）
V0000364985	アラビア文字（もじ）
V0000364986	電気椅子（でんきいす） 電気椅子で処刑される
V0000364987	勇ましい（いさましい） 勇気（ゆうき） 勇敢（ゆうかん） 勇ましい行為 勇ましい騎士
P0000157170	～に　～時間を　費やす （ついやします） ～時間を無駄に（むだ）　過ごす（すごす）
P0000157170	金銭を浪費する　
P0000157170	つまらないことに時間を費やす 毎日30分を英語のヒアリングの練習に費やしている
V0000364988	愛猫家（あいびょうか） 愛猫（あいびょう）
V0000364989	裸（の）（はだか） ヌード（の） 裸足（はだし）
P0000157171	変化する（へんか） 変わる（かわります） ～と　化する（かする）
P0000157171	彼の意見は変化しやすい
P0000157172	～を　折り畳む（おりたたみます） ～折る（おります）
P0000157172	新聞を折り畳む 折り畳み椅子（おりたたみいす）
V0000364990	誰かに　何かを謝る （あやまります） 誤る（あやまります） 
V0000364991	畜生（ちくしょう）！ 畜生、パンクだ。
P0000157173	隣人（りんじん）
P0000157173	隣の人（となりのひと） 隣人は外科の医者です（げかのいしゃ）
V0000364992	予防（よぼう） 防ぐ（ふせぎます） 予防する 病気を予防することは出来ますか
V0000364993	アメリカ映画（えいが）
V0000364994	砂丘（さきゅう）
V0000364995	タクシーを拾う（ひろいます）
V0000364996	予定表（よていひょう） スケジュール ニューヨーク出張の予定表と資料ができた
V0000364997	（に）等しい（ひとしい） １ドルは１００セントに等しいです
V0000364998	無駄遣いする （むだづかい） (お金を)浪費する（ろうひ） 3万円も無駄遣いをしてしまった 子供に無駄遣いさせてはいけない
P0000157174	計量する（けいりょう） 計る（はかります） 計量したら 
P0000157174	キロあった 計量しえない
V0000364999	体力（たいりょく） 体力がつく　 体力が落ちる[なくなる]
V0000365000	製造する（せいぞう） この社会はテレビを製造しています
V0000365001	小鳥（ことり）
V0000365002	揺り椅子（ゆりいす） ロッキングチェア
V0000365003	辞書（じしょ） 辞典　(じてん) 字引（じびき）
V0000365004	レモネード
V0000365005	誘惑（ゆうわく） どんな誘惑にも負けるな 誘惑に勝つ 悪い友達が彼を誘惑してたばこを吸わせた
V0000365006	東京を案内（あんない）
P0000157175	標準（ひょうじゅん） 基準（きじゅん）
P0000157175	標準の その赤ちゃんの発育はその年齢では標準だ あなたと私では考え方の標準が違う 標準に達する
P0000157176	療法（りょうほう）
P0000157176	治療（ちりょう）
P0000157176	両方（りょうほう）
P0000157176	電気療法 医者は彼女のがんに新療法を試みている（こころみます）
V0000365007	命令する（めいれい） 父の命令でおじの家へ行った
V0000365008	心中（しんちゅう） 心中では彼らを軽蔑(けいべつ)していた
V0000365009	理学（りがく） 人文科学（じんぶんかがく） 理学士（りがくし）
P0000157177	霜焼け（しもやけ）
P0000157177	凍傷（とうしょう）
P0000157177	指に霜焼けが出来ている 霜焼けのつま先
P0000157178	座席（ざせき） 席（せき） 客席（きゃくせき）
P0000157178	この劇場には300人分の座席がある 座席を予約する
V0000365010	祖父（そふ） お祖父さん（おじいさん）
V0000365011	～を　脅かす（おびやかします） 脅える（おびえます） 脅かして追い払う　 殺すぞと脅かす
V0000365012	会計（かいけい） 彼はあの店で会計を担当している 会計をお願いします 会計年度
V0000365013	おかげで 君が間抜けだった、おかげで僕達はその試合に負けたんだ
V0000365014	模範（もはん） 彼は正直（しょうじき）の模範だ 模範的（もはんてき） 　 先生は弟子に模範を示さなくてはならない 模型（もけい）
P0000157179	四字熟語 
P0000157179	馬耳東風（ばじとうふう） いくら言っても馬耳東風だった. 馬耳東風に聞き流す
V0000365015	改める（あらためます） 今年から交通規則（こうつうきそく）が改められた。
P0000157180	ロリコン 
P0000157180	ロリータコンプレックス） あいつはロリコンだ
V0000365016	コーヒーを入れる
V0000365017	開ける（あけます） 開く（あきます）
V0000365018	水道管（すいどうかん）
V0000365019	氷（こおり）
V0000365020	蛇口をひねる 水道の栓（せん）を捻る（ひねります）
V0000365021	東口（ひがしぐち）
V0000365022	いつまでも 両親にはいつまでも長生きしてほしい
P0000157181	四字熟語 
P0000157181	同床異夢（どうしょういむ） その夫婦は同床異夢の生活をしていた
V0000365023	語る（かたります）
P0000157182	行う（おこないます） 施す（ほどこします）
P0000157182	実施する（じっし）
P0000157182	応用する（おうよう）
V0000365024	無声映画（むせいえいが）
P0000157183	星座（せいざ） 正座（せいざ）
P0000157183	おうし座（ざ）
V0000365025	不思議（な）（ふしぎ）
V0000365026	住居（じゅうきょ） 住宅（じゅうたく） 住居を持つ 住居を定める
V0000365027	無能の（むのう） 警察の無能を非難する
V0000365028	すててこ
V0000365029	宜しい（よろしい） 朝ご飯に何が宜しいですか
V0000365030	シャンピニオン マッシュルーム 
V0000365031	口輪（くちわ）
V0000365032	理解（りかい） 私は彼のジョークが理解できなかった
V0000365033	いっぱい バスは人でいっぱいです
V0000365034	さそり
V0000365035	人間（にんげん）
P0000157184	大量虐殺（たいりょうぎゃくさつ）　 （たい 
P0000157184	だい!!!）
P0000157185	（～を）逃す（のがします） ～そびれる 
P0000157185	大事な点を聞き逃した 私は映画スターになる機会を逃した（のがす）
V0000365036	物価（ぶっか） 東京は人口も多いし、物価も高いので、住みたくないです
V0000365037	永遠（えいえん） 永遠の命
V0000365038	歯がガチガチ鳴る（なります） 彼の歯は寒さでガチガチ鳴った
V0000365039	稼ぐ（かせぐ）
V0000365040	祝日（しゅくじつ） 祭日（さいじつ） 私たちは国民の祝日には旗（はた）をたてる
V0000365041	謙虚（な）（けんきょ） 彼は社会的地位が上がるにつれますます謙虚になった
V0000365042	体罰（たいばつ） 体罰を加える
V0000365043	かすか（な） 遠い灯台のかうかな光を見た かすかな音 そのことはかすかに覚えている
V0000365044	鼻の穴（はなのあな）
V0000365045	残り物（のこりもの） サンドイッチの残り物 晩御飯の残り物
V0000365046	分泌する（ぶんぴつ） 分泌を出す 分泌物（ぶんぴつぶつ） この腺は唾液を分泌する
V0000365047	さいころ
V0000365048	会合（かいごう） 集まり（あつまり） 大阪での会合で 私たちは月に1度会合する
P0000157186	紐（ひも） 
P0000157186	縄（なわ）
P0000157186	綱（つな）
P0000157186	ロープ 
P0000157187	ガレージ　
P0000157187	車庫（しゃこ） 
V0000365049	西欧（せいおう） 東欧（とうおう）
V0000365050	大人（おとな） 成人（せいじん） 聖人(せいじん)　
